DT,VALUE,QUALITY
2022-07-20,14.3,0.0
2022-07-21,9.5,0.0
2022-07-22,13.4,0.0
2022-07-23,3.3,0.0
2022-07-24,13.7,0.0
2022-07-25,13.8,0.0
2022-07-26,5.2,0.0
2022-07-27,9.4,0.0
2022-07-28,14.0,0.0
2022-07-29,3.4,0.0
2022-07-30,0.4,0.0
2022-07-31,9.6,0.0
2022-08-01,4.9,0.0
2022-08-02,9.6,0.0
2022-08-03,13.8,0.0
2022-08-04,14.1,0.0
2022-08-05,11.6,0.0
2022-08-06,9.8,0.0
2022-08-07,14.1,0.0
2022-08-08,13.4,0.0
2022-08-09,11.4,0.0
2022-08-10,11.5,0.0
2022-08-11,11.3,0.0
2022-08-12,10.4,0.0
2022-08-13,6.6,0.0
2022-08-14,5.7,0.0
2022-08-15,10.1,0.0
2022-08-16,12.9,0.0
2022-08-17,11.0,0.0
2022-08-18,7.6,0.0
2022-08-19,3.2,0.0
2022-08-20,0.0,0.0
2022-08-21,6.6,0.0
2022-08-22,0.0,0.0
2022-08-23,0.0,0.0
2022-08-24,2.8,0.0
2022-08-25,8.0,0.0
2022-08-26,7.3,3.0
2022-08-27,2.0,0.0
2022-08-28,0.3,0.0
2022-08-29,11.1,0.0
2022-08-30,8.3,0.0
2022-08-31,0.3,0.0
2022-09-01,3.3,0.0
2022-09-02,10.1,0.0
2022-09-03,9.7,0.0
2022-09-04,11.2,0.0
2022-09-05,7.8,0.0
2022-09-06,7.0,0.0
2022-09-07,6.3,0.0
2022-09-08,1.4,0.0
2022-09-09,5.1,0.0
2022-09-10,3.9,0.0
2022-09-11,5.5,0.0
2022-09-12,4.0,0.0
2022-09-13,4.2,3.0
2022-09-14,0.0,0.0
2022-09-15,0.1,0.0
2022-09-16,3.9,0.0
2022-09-17,2.2,0.0
2022-09-18,3.3,0.0
2022-09-19,3.4,0.0
2022-09-20,2.7,0.0
2022-09-21,3.3,3.0
2022-09-22,8.6,0.0
2022-09-23,7.5,0.0
2022-09-24,8.7,0.0
2022-09-25,4.9,0.0
2022-09-26,4.1,3.0
2022-09-27,2.1,0.0
2022-09-28,3.6,0.0
2022-09-29,7.4,0.0
2022-09-30,6.0,0.0
2022-10-01,1.6,0.0
2022-10-02,3.0,0.0
2022-10-03,1.3,0.0
2022-10-04,3.4,0.0
2022-10-05,5.5,0.0
2022-10-06,5.7,0.0
2022-10-07,8.8,0.0
2022-10-08,0.0,0.0
2022-10-09,10.2,0.0
2022-10-10,8.5,0.0
2022-10-11,0.4,0.0
2022-10-12,7.2,0.0
2022-10-13,4.0,0.0
2022-10-14,1.7,0.0
2022-10-15,0.0,0.0
2022-10-16,1.8,0.0
2022-10-17,9.3,0.0
2022-10-18,1.1,0.0
2022-10-19,2.7,0.0
2022-10-20,7.3,0.0
2022-10-21,1.5,0.0
2022-10-22,3.2,0.0
2022-10-23,7.8,0.0
2022-10-24,0.1,0.0
2022-10-25,6.7,0.0
2022-10-26,1.1,0.0
2022-10-27,8.6,0.0
2022-10-28,5.3,0.0
2022-10-29,4.2,0.0
2022-10-30,1.4,0.0
2022-10-31,5.7,0.0
2022-11-01,0.0,0.0
2022-11-02,4.8,0.0
2022-11-03,5.7,0.0
2022-11-04,0.0,0.0
2022-11-05,2.2,0.0
2022-11-06,3.2,0.0
2022-11-07,5.0,0.0
2022-11-08,8.5,0.0
2022-11-09,3.4,0.0
2022-11-10,5.8,0.0
2022-11-11,0.9,0.0
2022-11-12,4.4,0.0
2022-11-13,0.0,0.0
2022-11-14,7.4,0.0
2022-11-15,0.0,0.0
2022-11-16,0.0,0.0
2022-11-17,0.0,0.0
2022-11-18,0.0,0.0
2022-11-19,0.1,0.0
2022-11-20,0.0,0.0
2022-11-21,0.1,0.0
2022-11-22,0.0,0.0
2022-11-23,0.0,3.0
2022-11-24,0.0,3.0
2022-11-25,4.0,0.0
2022-11-26,1.7,0.0
2022-11-27,2.7,0.0
2022-11-28,0.0,0.0
2022-11-29,0.0,0.0
2022-11-30,0.6,0.0
2022-12-01,2.3,0.0
2022-12-02,0.0,0.0
2022-12-03,0.0,0.0
2022-12-04,0.0,0.0
2022-12-05,0.0,0.0
2022-12-06,0.0,0.0
2022-12-07,2.2,0.0
2022-12-08,2.1,0.0
2022-12-09,1.3,0.0
2022-12-10,0.0,0.0
2022-12-11,0.5,0.0
2022-12-12,0.0,0.0
2022-12-13,4.4,0.0
2022-12-14,0.0,0.0
2022-12-15,4.6,0.0
2022-12-16,0.0,0.0
2022-12-17,0.1,0.0
2022-12-18,0.0,0.0
2022-12-19,0.0,0.0
2022-12-20,0.8,0.0
2022-12-21,0.0,0.0
2022-12-22,1.4,0.0
2022-12-23,0.7,0.0
2022-12-24,3.1,0.0
2022-12-25,3.2,0.0
2022-12-26,0.0,0.0
2022-12-27,5.9,0.0
2022-12-28,1.4,0.0
2022-12-29,0.5,0.0
2022-12-30,5.5,0.0
2022-12-31,1.1,0.0
2023-01-01,2.2,0.0
2023-01-02,2.9,0.0
2023-01-03,1.9,0.0
2023-01-04,1.2,0.0
2023-01-05,2.9,0.0
2023-01-06,0.0,0.0
2023-01-07,0.7,0.0
2023-01-08,0.0,0.0
2023-01-09,0.0,0.0
2023-01-10,1.9,0.0
2023-01-11,0.0,0.0
2023-01-12,1.3,0.0
2023-01-13,0.2,0.0
2023-01-14,4.9,0.0
2023-01-15,0.0,0.0
2023-01-16,6.8,0.0
2023-01-17,5.5,0.0
2023-01-18,0.2,0.0
2023-01-19,3.2,0.0
2023-01-20,0.0,0.0
2023-01-21,0.0,0.0
2023-01-22,0.0,0.0
2023-01-23,0.0,0.0
2023-01-24,0.0,0.0
2023-01-25,0.0,0.0
2023-01-26,0.0,0.0
2023-01-27,0.0,0.0
2023-01-28,0.0,0.0
2023-01-29,1.0,0.0
2023-01-30,1.5,0.0
2023-01-31,0.0,0.0
2023-02-01,0.5,0.0
2023-02-02,2.2,0.0
2023-02-03,0.0,0.0
2023-02-04,1.6,0.0
2023-02-05,7.0,0.0
2023-02-06,1.6,0.0
2023-02-07,8.6,0.0
2023-02-08,8.4,0.0
2023-02-09,9.2,0.0
2023-02-10,3.0,0.0
2023-02-11,0.0,0.0
2023-02-12,0.5,0.0
2023-02-13,0.1,0.0
2023-02-14,0.0,0.0
2023-02-15,1.4,0.0
2023-02-16,7.4,0.0
2023-02-17,0.0,0.0
2023-02-18,0.3,0.0
2023-02-19,0.0,0.0
2023-02-20,1.2,0.0
2023-02-21,0.8,0.0
2023-02-22,0.0,0.0
2023-02-23,5.1,0.0
2023-02-24,1.1,0.0
2023-02-25,1.1,0.0
2023-02-26,0.9,0.0
2023-02-27,2.5,0.0
2023-02-28,10.1,0.0
2023-03-01,10.0,0.0
2023-03-02,10.0,0.0
2023-03-03,9.8,0.0
2023-03-04,0.2,0.0
2023-03-05,0.5,0.0
2023-03-06,0.2,0.0
2023-03-07,0.4,0.0
2023-03-08,0.1,0.0
2023-03-09,2.6,0.0
2023-03-10,1.9,0.0
2023-03-11,0.3,0.0
2023-03-12,5.4,0.0
2023-03-13,0.7,0.0
2023-03-14,0.2,0.0
2023-03-15,5.1,0.0
2023-03-16,11.0,0.0
2023-03-17,9.2,0.0
2023-03-18,8.7,0.0
2023-03-19,3.1,0.0
2023-03-20,2.4,0.0
2023-03-21,4.8,0.0
2023-03-22,9.7,0.0
2023-03-23,0.1,0.0
2023-03-24,0.1,0.0
2023-03-25,4.4,0.0
2023-03-26,1.4,0.0
2023-03-27,4.5,0.0
2023-03-28,6.3,0.0
2023-03-29,0.1,0.0
2023-03-30,1.8,0.0
2023-03-31,1.7,0.0
2023-04-01,0.4,0.0
2023-04-02,0.2,0.0
2023-04-03,4.6,0.0
2023-04-04,6.5,0.0
2023-04-05,6.4,0.0
2023-04-06,11.1,0.0
2023-04-07,0.3,0.0
2023-04-08,0.6,0.0
2023-04-09,1.3,0.0
2023-04-10,7.7,0.0
2023-04-11,2.4,0.0
2023-04-12,7.9,0.0
2023-04-13,0.3,0.0
2023-04-14,0.0,0.0
2023-04-15,0.4,0.0
2023-04-16,6.0,0.0
2023-04-17,1.7,0.0
2023-04-18,0.3,0.0
2023-04-19,5.3,0.0
2023-04-20,0.4,0.0
2023-04-21,9.6,0.0
2023-04-22,12.2,0.0
2023-04-23,0.4,0.0
2023-04-24,2.2,0.0
2023-04-25,1.7,0.0
2023-04-26,5.3,0.0
2023-04-27,7.9,0.0
2023-04-28,2.9,0.0
2023-04-29,3.8,0.0
2023-04-30,12.2,0.0
2023-05-01,10.4,0.0
2023-05-02,1.2,0.0
2023-05-03,9.0,0.0
2023-05-04,12.4,0.0
2023-05-05,11.1,0.0
2023-05-06,6.7,0.0
2023-05-07,2.9,0.0
2023-05-08,13.3,0.0
2023-05-09,14.1,0.0
2023-05-10,8.7,0.0
2023-05-11,2.5,0.0
2023-05-12,8.5,0.0
2023-05-13,0.2,0.0
2023-05-14,2.3,0.0
2023-05-15,4.0,0.0
2023-05-16,4.1,0.0
2023-05-17,2.4,0.0
2023-05-18,2.5,0.0
2023-05-19,6.4,0.0
2023-05-20,8.5,0.0
2023-05-21,12.1,0.0
2023-05-22,12.2,0.0
2023-05-23,4.0,0.0
2023-05-24,4.7,0.0
2023-05-25,14.3,0.0
2023-05-26,9.6,0.0
2023-05-27,13.8,0.0
2023-05-28,14.0,0.0
2023-05-29,13.9,0.0
2023-05-30,12.0,0.0
2023-05-31,14.5,0.0
2023-06-01,13.6,0.0
2023-06-02,10.3,0.0
2023-06-03,15.3,0.0
2023-06-04,15.1,0.0
2023-06-05,2.2,0.0
2023-06-06,0.5,0.0
2023-06-07,5.3,0.0
2023-06-08,6.4,0.0
2023-06-09,5.5,0.0
2023-06-10,5.1,0.0
2023-06-11,12.5,0.0
2023-06-12,13.6,0.0
2023-06-13,9.1,0.0
2023-06-14,5.5,0.0
2023-06-15,9.4,0.0
2023-06-16,6.3,0.0
2023-06-17,6.6,0.0
2023-06-18,14.0,0.0
2023-06-19,5.5,0.0
2023-06-20,9.5,0.0
2023-06-21,6.5,0.0
2023-06-22,12.0,0.0
2023-06-23,3.0,0.0
2023-06-24,9.6,0.0
2023-06-25,12.2,0.0
2023-06-26,10.2,0.0
2023-06-27,4.7,0.0
2023-06-28,11.2,0.0
2023-06-29,15.1,0.0
2023-06-30,0.0,0.0
2023-07-01,8.4,0.0
2023-07-02,6.6,0.0
2023-07-03,9.7,0.0
2023-07-04,10.9,0.0
2023-07-05,9.3,0.0
2023-07-06,11.4,0.0
2023-07-07,14.9,0.0
2023-07-08,15.0,0.0
2023-07-09,14.3,0.0
2023-07-10,5.9,0.0
2023-07-11,12.3,0.0
2023-07-12,6.0,0.0
2023-07-13,7.6,0.0
2023-07-14,11.1,0.0
2023-07-15,14.9,0.0
2023-07-16,4.6,0.0
2023-07-17,9.9,0.0
2023-07-18,13.1,0.0
2023-07-19,8.2,0.0
2023-07-20,5.8,0.0
2023-07-21,4.7,0.0
2023-07-22,5.5,0.0
2023-07-23,6.0,0.0
2023-07-24,1.5,0.0
2023-07-25,2.6,0.0
2023-07-26,3.9,0.0
2023-07-27,6.9,0.0
2023-07-28,3.5,0.0
2023-07-29,5.9,0.0
2023-07-30,3.1,0.0
2023-07-31,0.6,0.0
2023-08-01,2.1,0.0
2023-08-02,2.8,0.0
2023-08-03,8.1,0.0
2023-08-04,6.1,0.0
2023-08-05,0.0,0.0
2023-08-06,0.0,0.0
2023-08-07,3.4,0.0
2023-08-08,7.0,0.0
2023-08-09,7.4,0.0
2023-08-10,9.8,0.0
2023-08-11,10.8,0.0
2023-08-12,10.3,0.0
2023-08-13,5.8,0.0
2023-08-14,9.0,0.0
2023-08-15,11.3,0.0
2023-08-16,9.6,0.0
2023-08-17,9.2,0.0
2023-08-18,11.4,0.0
2023-08-19,12.9,0.0
2023-08-20,4.4,0.0
2023-08-21,6.3,0.0
2023-08-22,8.4,0.0
2023-08-23,10.2,0.0
2023-08-24,12.4,0.0
2023-08-25,6.4,0.0
2023-08-26,3.5,0.0
2023-08-27,0.0,0.0
2023-08-28,0.0,0.0
2023-08-29,0.0,0.0
2023-08-30,0.7,0.0
2023-08-31,6.6,0.0
2023-09-01,0.0,0.0
2023-09-02,4.2,0.0
2023-09-03,4.4,0.0
2023-09-04,12.6,0.0
2023-09-05,12.6,0.0
2023-09-06,12.6,0.0
2023-09-07,12.4,0.0
2023-09-08,12.3,0.0
2023-09-09,12.3,0.0
2023-09-10,12.3,0.0
2023-09-11,8.9,0.0
2023-09-12,9.3,0.0
2023-09-13,3.4,3.0
2023-09-14,3.0,0.0
2023-09-15,8.4,0.0
2023-09-16,10.6,0.0
2023-09-17,11.3,0.0
2023-09-18,8.3,0.0
2023-09-19,5.0,0.0
2023-09-20,11.1,0.0
2023-09-21,7.4,0.0
2023-09-22,0.0,0.0
2023-09-23,1.8,0.0
2023-09-24,8.8,0.0
2023-09-25,7.0,0.0
2023-09-26,8.9,0.0
2023-09-27,10.4,0.0
2023-09-28,10.6,0.0
2023-09-29,8.5,0.0
2023-09-30,7.0,0.0
2023-10-01,5.8,0.0
2023-10-02,9.9,0.0
2023-10-03,7.9,0.0
2023-10-04,6.5,0.0
2023-10-05,6.4,0.0
2023-10-06,8.5,0.0
2023-10-07,2.3,0.0
2023-10-08,2.2,0.0
2023-10-09,0.0,0.0
2023-10-10,3.4,0.0
2023-10-11,8.6,0.0
2023-10-12,0.0,0.0
2023-10-13,2.0,0.0
2023-10-14,0.8,0.0
2023-10-15,7.2,0.0
2023-10-16,7.0,0.0
2023-10-17,6.5,0.0
2023-10-18,7.5,0.0
2023-10-19,1.4,0.0
2023-10-20,0.0,0.0
2023-10-21,8.3,0.0
2023-10-22,7.3,0.0
2023-10-23,8.2,0.0
2023-10-24,0.0,0.0
2023-10-25,5.3,0.0
2023-10-26,2.0,0.0
2023-10-27,0.0,0.0
2023-10-28,1.8,0.0
2023-10-29,2.4,0.0
2023-10-30,3.9,3.0
2023-10-31,0.0,0.0
2023-11-01,3.6,0.0
2023-11-02,3.2,0.0
2023-11-03,0.0,0.0
2023-11-04,7.3,0.0
2023-11-05,2.5,0.0
2023-11-06,4.4,0.0
2023-11-07,5.2,0.0
2023-11-08,0.4,0.0
2023-11-09,5.6,0.0
2023-11-10,0.5,0.0
2023-11-11,0.2,0.0
2023-11-12,3.9,0.0
2023-11-13,0.0,0.0
2023-11-14,0.0,0.0
2023-11-15,0.2,0.0
2023-11-16,4.8,0.0
2023-11-17,3.5,0.0
2023-11-18,0.0,0.0
2023-11-19,2.7,0.0
2023-11-20,1.6,0.0
2023-11-21,0.3,0.0
2023-11-22,0.0,0.0
2023-11-23,0.2,0.0
2023-11-24,3.4,0.0
2023-11-25,1.5,0.0
2023-11-26,1.6,0.0
2023-11-27,0.0,0.0
2023-11-28,0.0,0.0
2023-11-29,3.6,0.0
2023-11-30,1.0,0.0
2023-12-01,0.0,0.0
2023-12-02,0.0,0.0
2023-12-03,1.7,0.0
2023-12-04,4.5,0.0
2023-12-05,1.0,0.0
2023-12-06,0.1,0.0
2023-12-07,0.0,0.0
2023-12-08,1.6,0.0
2023-12-09,0.0,0.0
2023-12-10,0.3,3.0
2023-12-11,2.5,0.0
2023-12-12,3.8,0.0
2023-12-13,0.9,0.0
2023-12-14,0.0,0.0
2023-12-15,2.3,0.0
2023-12-16,0.1,0.0
2023-12-17,7.2,0.0
2023-12-18,7.7,0.0
2023-12-19,2.1,0.0
2023-12-20,3.2,0.0
2023-12-21,0.0,0.0
2023-12-22,0.7,0.0
2023-12-23,0.0,0.0
2023-12-24,0.0,0.0
2023-12-25,0.0,0.0
2023-12-26,0.0,0.0
2023-12-27,6.0,0.0
2023-12-28,0.6,0.0
2023-12-29,3.4,0.0
2023-12-30,3.0,0.0
2023-12-31,2.3,0.0
2024-01-01,3.2,0.0
2024-01-02,0.0,0.0
2024-01-03,0.5,0.0
2024-01-04,0.8,0.0
2024-01-05,0.4,0.0
2024-01-06,0.0,0.0
2024-01-07,0.0,0.0
2024-01-08,3.6,0.0
2024-01-09,7.5,0.0
2024-01-10,7.5,0.0
2024-01-11,4.4,0.0
2024-01-12,0.0,0.0
2024-01-13,0.0,0.0
2024-01-14,1.0,0.0
2024-01-15,1.9,0.0
2024-01-16,1.5,0.0
2024-01-17,0.0,0.0
2024-01-18,0.0,0.0
2024-01-19,6.8,0.0
2024-01-20,8.3,0.0
2024-01-21,3.9,0.0
2024-01-22,0.0,0.0
2024-01-23,0.4,0.0
2024-01-24,2.2,0.0
2024-01-25,4.6,0.0
2024-01-26,0.2,0.0
2024-01-27,4.2,0.0
2024-01-28,8.5,0.0
2024-01-29,8.1,0.0
2024-01-30,0.0,0.0
2024-01-31,1.4,0.0
2024-02-01,2.7,0.0
2024-02-02,0.0,0.0
2024-02-03,0.1,0.0
2024-02-04,0.0,0.0
2024-02-05,5.7,0.0
2024-02-06,0.0,0.0
2024-02-07,0.3,0.0
2024-02-08,0.0,0.0
2024-02-09,0.2,0.0
2024-02-10,4.9,0.0
2024-02-11,0.0,0.0
2024-02-12,4.1,0.0
2024-02-13,5.0,0.0
2024-02-14,1.2,0.0
2024-02-15,1.0,0.0
2024-02-16,2.1,0.0
2024-02-17,1.5,0.0
2024-02-18,7.0,0.0
2024-02-19,0.4,0.0
2024-02-20,0.7,0.0
2024-02-21,2.3,0.0
2024-02-22,0.0,0.0
2024-02-23,0.1,0.0
2024-02-24,9.3,0.0
2024-02-25,3.5,0.0
2024-02-26,0.0,0.0
2024-02-27,0.0,0.0
2024-02-28,0.0,0.0
2024-02-29,0.0,0.0
2024-03-01,0.2,0.0
2024-03-02,1.9,0.0
2024-03-03,2.4,0.0
2024-03-04,6.0,0.0
2024-03-05,0.0,0.0
2024-03-06,3.3,0.0
2024-03-07,0.0,0.0
2024-03-08,5.8,0.0
2024-03-09,4.8,0.0
2024-03-10,2.8,0.0
2024-03-11,7.0,0.0
2024-03-12,0.9,0.0
2024-03-13,6.8,0.0
2024-03-14,0.7,0.0
2024-03-15,5.6,0.0
2024-03-16,2.8,0.0
2024-03-17,8.3,0.0
2024-03-18,9.6,0.0
2024-03-19,10.9,0.0
2024-03-20,9.7,0.0
2024-03-21,2.3,0.0
2024-03-22,5.3,0.0
2024-03-23,1.7,0.0
2024-03-24,3.5,0.0
2024-03-25,1.3,0.0
2024-03-26,9.2,0.0
2024-03-27,7.7,0.0
2024-03-28,4.9,0.0
2024-03-29,7.1,0.0
2024-03-30,6.6,0.0
2024-03-31,6.3,0.0
2024-04-01,1.9,0.0
2024-04-02,8.8,0.0
2024-04-03,4.1,0.0
2024-04-04,3.0,0.0
2024-04-05,5.1,0.0
2024-04-06,9.5,0.0
2024-04-07,10.2,0.0
2024-04-08,8.0,0.0
2024-04-09,8.5,0.0
2024-04-10,0.6,0.0
2024-04-11,11.5,0.0
2024-04-12,11.8,0.0
2024-04-13,9.0,0.0
2024-04-14,7.2,0.0
2024-04-15,2.6,0.0
2024-04-16,6.6,0.0
2024-04-17,6.4,0.0
2024-04-18,4.2,0.0
2024-04-19,0.8,0.0
2024-04-20,1.4,0.0
2024-04-21,8.3,0.0
2024-04-22,7.4,0.0
2024-04-23,5.5,0.0
2024-04-24,3.4,0.0
2024-04-25,3.8,0.0
2024-04-26,6.0,0.0
2024-04-27,12.3,0.0
2024-04-28,10.1,0.0
2024-04-29,12.4,0.0
2024-04-30,13.2,0.0
2024-05-01,11.9,0.0
2024-05-02,9.8,0.0
2024-05-03,1.5,0.0
2024-05-04,8.3,0.0
2024-05-05,6.5,0.0
2024-05-06,3.1,0.0
2024-05-07,0.0,0.0
2024-05-08,1.2,0.0
2024-05-09,12.9,0.0
2024-05-10,11.8,3.0
2024-05-11,8.2,0.0
2024-05-12,8.0,0.0
2024-05-13,12.8,0.0
2024-05-14,14.5,0.0
2024-05-15,14.2,0.0
2024-05-16,3.6,0.0
2024-05-17,0.3,0.0
2024-05-18,2.2,0.0
2024-05-19,5.8,0.0
2024-05-20,10.6,0.0
2024-05-21,4.7,0.0
2024-05-22,0.6,0.0
2024-05-23,9.1,0.0
2024-05-24,3.9,0.0
2024-05-25,8.2,0.0
2024-05-26,6.1,0.0
2024-05-27,5.8,0.0
2024-05-28,1.2,0.0
2024-05-29,11.4,0.0
2024-05-30,3.2,0.0
2024-05-31,4.2,0.0
2024-06-01,0.3,0.0
2024-06-02,1.2,0.0
2024-06-03,0.0,0.0
2024-06-04,4.2,0.0
2024-06-05,8.8,0.0
2024-06-06,7.7,0.0
2024-06-07,7.1,0.0
2024-06-08,11.7,0.0
2024-06-09,11.3,0.0
2024-06-10,6.2,0.0
2024-06-11,4.2,0.0
2024-06-12,6.1,0.0
2024-06-13,4.3,0.0
2024-06-14,2.1,0.0
2024-06-15,4.2,0.0
2024-06-16,7.6,0.0
2024-06-17,6.8,0.0
2024-06-18,13.6,0.0
2024-06-19,5.7,0.0
2024-06-20,5.1,0.0
2024-06-21,7.5,0.0
2024-06-22,9.9,0.0
2024-06-23,12.4,0.0
2024-06-24,12.0,0.0
2024-06-25,12.9,0.0
2024-06-26,12.4,0.0
2024-06-27,7.1,0.0
2024-06-28,9.3,0.0
2024-06-29,12.0,0.0
2024-06-30,6.0,0.0
2024-07-01,4.7,0.0
2024-07-02,2.5,0.0
2024-07-03,1.5,0.0
2024-07-04,4.8,0.0
2024-07-05,3.8,0.0
2024-07-06,9.8,0.0
2024-07-07,1.0,0.0
2024-07-08,9.1,0.0
2024-07-09,13.6,0.0
2024-07-10,7.8,0.0
2024-07-11,7.9,0.0
2024-07-12,4.3,0.0
2024-07-13,4.5,0.0
2024-07-14,10.7,0.0
2024-07-15,14.0,0.0
2024-07-16,2.9,0.0
2024-07-17,5.5,0.0
2024-07-18,11.1,0.0
2024-07-19,12.7,0.0
2024-07-20,9.2,0.0
2024-07-21,13.5,0.0
2024-07-22,2.8,0.0
2024-07-23,5.8,0.0
2024-07-24,8.0,0.0
2024-07-25,10.4,0.0
2024-07-26,8.5,0.0
2024-07-27,4.1,0.0
2024-07-28,8.2,0.0
2024-07-29,13.8,0.0
2024-07-30,14.4,0.0
2024-07-31,12.6,0.0
2024-08-01,9.8,0.0
2024-08-02,0.0,0.0
2024-08-03,4.3,0.0
2024-08-04,3.5,0.0
2024-08-05,4.1,0.0
2024-08-06,13.7,0.0
2024-08-07,9.2,0.0
2024-08-08,4.2,0.0
2024-08-09,8.5,0.0
2024-08-10,8.6,0.0
2024-08-11,13.6,0.0
2024-08-12,13.5,0.0
2024-08-13,11.0,0.0
2024-08-14,12.6,0.0
2024-08-15,8.0,0.0
2024-08-16,8.8,0.0
2024-08-17,7.2,0.0
2024-08-18,3.1,0.0
2024-08-19,0.6,3.0
2024-08-20,12.4,3.0
2024-08-21,7.6,0.0
2024-08-22,9.5,0.0
2024-08-23,11.9,0.0
2024-08-24,12.9,0.0
2024-08-25,2.1,0.0
2024-08-26,8.1,0.0
2024-08-27,12.6,0.0
2024-08-28,11.2,0.0
2024-08-29,12.4,0.0
2024-08-30,12.2,0.0
2024-08-31,10.1,0.0
2024-09-01,12.1,0.0
2024-09-02,9.1,0.0
2024-09-03,9.6,0.0
2024-09-04,10.8,0.0
2024-09-05,9.3,0.0
2024-09-06,11.6,0.0
2024-09-07,11.0,0.0
2024-09-08,9.5,0.0
2024-09-09,0.2,0.0
2024-09-10,4.7,0.0
2024-09-11,0.9,0.0
2024-09-12,0.2,0.0
2024-09-13,0.0,0.0
2024-09-14,0.0,0.0
2024-09-15,0.0,0.0
2024-09-16,0.1,0.0
2024-09-17,9.8,0.0
2024-09-18,10.2,0.0
2024-09-19,10.2,0.0
2024-09-20,10.8,0.0
2024-09-21,11.4,0.0
2024-09-22,11.0,0.0
2024-09-23,9.3,0.0
2024-09-24,3.2,0.0
2024-09-25,6.8,0.0
2024-09-26,0.0,0.0
2024-09-27,5.8,0.0
2024-09-28,3.5,0.0
2024-09-29,6.2,0.0
2024-09-30,3.7,0.0
2024-10-01,3.1,0.0
2024-10-02,0.0,0.0
2024-10-03,0.5,0.0
2024-10-04,0.0,0.0
2024-10-05,0.0,0.0
2024-10-06,4.7,0.0
2024-10-07,1.3,0.0
2024-10-08,6.4,0.0
2024-10-09,7.1,0.0
2024-10-10,1.4,0.0
2024-10-11,0.0,0.0
2024-10-12,3.0,0.0
2024-10-13,4.0,0.0
2024-10-14,6.5,0.0
2024-10-15,9.1,0.0
2024-10-16,9.7,0.0
2024-10-17,6.4,0.0
2024-10-18,3.7,0.0
2024-10-19,1.3,0.0
2024-10-20,8.0,0.0
2024-10-21,1.6,0.0
2024-10-22,5.2,0.0
2024-10-23,5.6,0.0
2024-10-24,6.3,0.0
2024-10-25,3.2,0.0
2024-10-26,0.0,0.0
2024-10-27,0.9,3.0
2024-10-28,5.2,0.0
2024-10-29,5.1,0.0
2024-10-30,0.6,0.0
2024-10-31,0.0,0.0
2024-11-01,6.1,0.0
2024-11-02,0.6,0.0
2024-11-03,5.7,0.0
2024-11-04,0.4,0.0
2024-11-05,1.1,0.0
2024-11-06,0.0,0.0
2024-11-07,0.0,0.0
2024-11-08,0.1,0.0
2024-11-09,4.7,0.0
2024-11-10,0.0,0.0
2024-11-11,0.0,0.0
2024-11-12,0.0,0.0
2024-11-13,0.0,0.0
2024-11-14,0.3,0.0
2024-11-15,0.0,0.0
2024-11-16,2.2,0.0
2024-11-17,0.5,0.0
2024-11-18,0.7,0.0
2024-11-19,0.0,0.0
2024-11-20,1.1,0.0
2024-11-21,1.8,0.0
2024-11-22,2.6,3.0
2024-11-23,6.8,0.0
2024-11-24,0.0,0.0
2024-11-25,7.3,0.0
2024-11-26,1.5,0.0
2024-11-27,5.0,0.0
2024-11-28,2.3,3.0
2024-11-29,0.7,0.0
2024-11-30,6.5,0.0
2024-12-01,0.0,0.0
2024-12-02,0.0,0.0
2024-12-03,0.1,0.0
2024-12-04,3.2,0.0
2024-12-05,7.0,0.0
2024-12-06,0.0,0.0
2024-12-07,2.6,0.0
2024-12-08,0.0,0.0
2024-12-09,0.0,0.0
2024-12-10,0.0,0.0
2024-12-11,0.0,0.0
2024-12-12,0.0,0.0
2024-12-13,0.0,0.0
2024-12-14,0.0,0.0
2024-12-15,3.4,0.0
2024-12-16,0.0,0.0
2024-12-17,0.0,0.0
2024-12-18,2.7,0.0
2024-12-19,0.0,0.0
2024-12-20,1.5,0.0
2024-12-21,1.3,0.0
2024-12-22,0.1,0.0
2024-12-23,3.6,0.0
2024-12-24,0.0,0.0
2024-12-25,7.3,0.0
2024-12-26,7.2,0.0
2024-12-27,0.0,0.0
2024-12-28,1.9,0.0
2024-12-29,2.8,0.0
2024-12-30,3.6,0.0
2024-12-31,4.3,0.0
2025-01-01,4.7,0.0
2025-01-02,0.0,0.0
2025-01-03,3.5,0.0
2025-01-04,4.0,0.0
2025-01-05,0.0,0.0
2025-01-06,0.0,0.0
2025-01-07,0.7,0.0
2025-01-08,0.0,0.0
2025-01-09,3.8,0.0
2025-01-10,4.1,0.0
2025-01-11,0.2,0.0
2025-01-12,0.8,0.0
2025-01-13,5.4,0.0
2025-01-14,0.0,0.0
2025-01-15,0.0,0.0
2025-01-16,0.0,0.0
2025-01-17,0.0,0.0
2025-01-18,1.2,0.0
2025-01-19,1.0,0.0
2025-01-20,6.7,0.0
2025-01-21,0.0,0.0
2025-01-22,0.0,0.0
2025-01-23,0.2,0.0
2025-01-24,2.4,0.0
2025-01-25,1.6,0.0
2025-01-26,0.4,0.0
2025-01-27,1.0,0.0
2025-01-28,0.0,0.0
2025-01-29,2.3,0.0
2025-01-30,7.1,0.0
2025-01-31,0.7,0.0
2025-02-01,5.8,0.0
2025-02-02,1.7,0.0
2025-02-03,8.6,0.0
2025-02-04,8.6,0.0
2025-02-05,6.3,0.0
